Q24713744,nicaraguan parliamentary election
Q822715,department of Nicaragua
Q34228,sign language
Q445467,biological reserve
Q15733622,cultural superarea
Q199403,tropical forest
Q18888037,U.S. state motto
Q6174489,demographic indicator
Q15126956,administrative territorial entity of Nicaragua
Q399984,hemisphere of the Earth
Q2904233,bioregion
Q9444,rainforest
Q1807108,shipping line
Q64027602,healthcare by country or region
Q7361876,Roman Catholic dogma
Q1898047,Marian devotions
Q16335899,watercraft type
Q1763214,municipio
Q610098,Mesoamerican ballgame
Q310890,monotypic taxon
Q204310,gendarmerie
Q5036886,Captaincies of the Spanish Empire
Q44665457,proposed canal
Q273182,gold rush
Q191355,hunger strike
Q29348155,Deputy Premier of the Soviet Union
Q20893947,suicide car bombing
Q56242225,Eastern Orthodox cathedral
Q1348006,city block
Q877358,United Nations Security Council resolution
Q4178140,anime and manga genre
Q393351,aggregator
Q104213567,light novel series
Q42907216,video game theme
Q24039748,Kantō earthquakes
Q1340271,Mainichi Film Award
Q28468127,target audience for manga
Q220898,original video animation
Q15614021,VoIP software
Q28051323,video-conferencing software
Q287198,online chat
Q269415,digital distribution
Q105725170,anime award
Q194258,Japan Academy Film Prize
Q2166013,wiki hosting service
Q1916382,media conglomerate
Q55070019,video game feature
Q81941037,product distribution method
Q36649,visual arts
Q988108,club
Q207781,economic bubble
Q6867185,ministry of industry
Q3516833,animation technique
Q1351306,regional lockout
Q1810858,blog software
Q2593744,fictional creature
Q87576284,manga character
Q5001874,business failure
Q849706,airport terminal
Q1336920,community college
Q81989119,video game distribution platform
Q102336293,live streaming service
Q86470233,anime and manga database
Q7978994,webtoon
Q74262765,manhwa series
Q286228,Independent Administrative Institution
Q24335595,mythical tree
Q24334976,Norse mythical location
Q1421259,axis mundi
Q3477367,business sector
Q104541980,Japanese anime based on a manga
Q1054813,municipality of Japan
Q1059478,town of Japan
Q49148153,pornography genre
Q208674,portmanteau
Q659563,video game genre
Q11660439,Q11660439
Q11643712,Q11643712
Q63241860,streaming service
Q2927074,Internet meme
Q43060,online music store
Q15590336,music streaming service
Q1520214,reappropriation
Q841645,Internet television
Q168210,Internet forum
Q107063735,countability
Q1303415,cohort
Q4393498,representation
Q109509795,web broadcaster
Q173799,entertainment
Q839864,party game
Q189177,3D computer graphics
Q837171,financial services
Q1711354,teen magazine
Q3233738,Golden age
Q1048314,human hair color
Q53843792,literary dylogy
Q188968,perspective
Q3579158,board game publishing company
Q100271038,tabletop role-playing game publisher
Q865585,pulp magazine
Q156351,cliché
Q109682310,narrative role
Q1643932,tabletop role-playing game
Q5464477,folk saint
Q4686758,advertising character
Q1145276,fictional country
Q149537,novella
Q7502092,short story cycle
Q188976,counterculture
Q74574,fictional book
Q1418321,cooperative game theory
Q2275640,sexual preference
Q55818,impact crater
Q59244106,game publisher
Q841818,Great Old Ones
Q2001867,newspaper archive
Q559618,fictional universe
Q1146011,exclusive right
Q1697305,narrative motif
Q107551175,game genre
Q621431,Cthulhu Mythos deity
Q455621,amateur radio frequency allocations
Q2131387,mass movement in the Deutsche Demokratische Republik
Q7406919,service
Q757292,border checkpoint
Q1048236,machine-readable medium
Q53759838,music archive
Q187670,cellular circulation
Q2299642,geographical zone
Q149273,tropic
Q1057504,region of Ethiopia
Q1361343,Makhtesh
Q184368,cirque
Q16861602,municipal council
Q3455658,region of Vietnam
Q19979126,special sports organization in Sweden
Q3499307,science center
Q10571983,Q10571983
Q22927616,commune of France with specific status
Q10638782,primary area
Q96211395,heritage site in Sweden
Q10511371,gymnasieskola
Q1475403,kunsthalle
Q91203,sconce
Q90754,redoubt
Q998672,book fair
Q70007648,national bandy team
Q5195043,borough
Q911663,bascule bridge
Q200547,county of Sweden
Q1256803,Pendeltåg
Q1068623,transmitter mast
Q10648447,Q10648447
Q15712205,intercity bus company
Q2016362,morning paper
Q12570,suspension bridge
Q45364,wing
Q2138558,regiopolis
Q85635301,urban district of Mecklenburg-Vorpommern
Q3413443,four-masted barque
Q102356063,snus brand
Q55379753,handball federation
Q3032107,Boroughs and districts of Gothenburg
Q493386,exhibition match
Q26156208,floorball club
Q806391,Bandy World Championships
Q2658935,beauty contest
Q494829,bus station
Q5098,province of Indonesia
Q223638,guide book
Q75178934,bandy league
Q56876983,symbol
Q210707,European Athletics Championships
Q182653,World Championships in Athletics
Q10512405,guest harbor
Q1319876,World Allround Speed Skating Championships
Q56827005,self-managed social center
Q1130251,NHL Entry Draft
Q49094509,Q49094509
Q10416961,working life museum
Q895089,tabloid journalism
Q29509949,building type
Q2327632,city museum
Q18142,high-rise building
Q27193297,light station
Q56242235,Lutheran cathedral
Q28476987,crafts museum
Q477396,circus
Q1517777,historical work
Q899409,gens
Q14524493,terrain
Q65757353,transformation
Q787025,elevation
Q511056,solar deity
Q505821,Greco-Roman mysteries
Q15077303,landscape garden
Q827597,pseudepigraph
Q1779653,colossal statue
Q60469796,religious symbol
Q957433,glyptotheque
Q106978224,Angel Numbers
Q104185420,Roman military unit
Q191776,apologetics
Q1640824,inscription
Q1148747,payment
Q3446134,Roman client kingdoms in Britain
Q7048891,non-decimal currency
Q452810,ranks of the German Bundeswehr
Q2750585,chancery
Q194181,war reparations
Q2519113,representation of states in a federal system
Q105210,universal law
Q80466342,marine brigade
Q511866,mutiny
Q154,alcoholic beverage
Q376346,web color
Q27494256,botanical term
Q25416091,substance
Q4482688,feudal monarchy
Q1074150,shogunate
Q1344463,digestif
Q2575910,uji
Q5906761,horticultural society
Q1636672,International Cultivar Registration Authority
Q1344695,province of Iran
Q163323,Roman legion
Q3033613,administrative document
Q192781,military history
Q96239483,military rank of ancient Rome
Q806880,banner
Q11010841,imperial guard
Q3757641,javelin
Q1201097,detachment
Q945895,decadence
Q192623,looting
Q1414572,ransom
Q1618567,Q1618567
Q2912707,"Colours, standards and guidons"
Q655697,siege engine
Q3114821,high priest
Q18643213,military equipment
Q14825551,cavalry unit
Q1392538,social class in ancient Rome
Q16860836,library district of the United States
Q83311,Persian Empire
Q936738,national park of Vietnam
Q44529188,town
Q854845,Earth observation satellite
Q5774403,historical society
Q721067,professional wrestling promotion
Q7849,Abu Dhabi Grand Prix
Q24746,province of the Philippines
Q18761864,bank building
Q8038600,wrong-side failure
Q3456650,blog network
Q26989049,National Historic Site Administered by Parks Canada
Q44551483,city
Q7603363,State Historic Preservation Office
Q1550225,mining accident
Q3685462,commune of Haiti
Q335214,endangered language
Q62127,department of Haiti
Q209295,philosophy of religion
Q2042898,historical race concept
Q846882,sources of law
Q25343327,Haitian parliamentary election
Q1493054,type of wood
Q5477586,fracture zone
Q959265,cholera outbreak
Q5533440,genocidal massacre
Q309252,physical fitness
Q3955369,sensation
Q3157041,tropical storm
Q3257782,locution
Q1152802,hendiatris
Q2571972,decree
Q1665357,arrondissement of Haiti
Q3121999,Constitution of Haiti
Q13473501,collective
Q6005581,municipality of the Dominican Republic
Q108161738,branch of education
Q12012855,frigate
Q516239,nau
Q212357,flagship
Q1479328,Indigenous peoples of South America
Q63100595,category 3 hurricane
Q44005284,peacekeeping mission
Q913337,province of the Dominican Republic
Q1353040,coast guard
Q22091865,communal section of Haiti
Q752920,Loa
Q962734,migration museum
Q1428357,submarine class
Q1851368,waterfront
Q11183787,Ortschaft
Q14978,icebreaker
Q391022,research vessel
Q190157,transmitter
Q1515493,road vehicle
Q1640962,street or road name
Q2467461,academic department
Q2354973,road tunnel
Q749622,Antarctic research station
Q811941,A building project
Q1548525,large independent city of Lower Saxony
Q2264955,coastal spa
Q428661,U-boat
Q164057,cog
Q6545185,unique identifier
Q29414133,Communities of Cyprus Republic
Q8065,natural disaster
Q43059,drought
Q215864,heat wave
Q2561694,city-kingdom of Cyprus
Q16739079,municipalities of Cyprus Republic
Q370607,high-voltage direct current power line
Q4117949,submarine power cable
Q60676589,Cypriot presidential election
Q59136,district of Cyprus
Q219575,United Nations peacekeeping
Q9061582,quality policy
Q1349255,natural gas field
Q25424534,military junta
Q132397,pitcher
Q833913,khanqah
Q71974,külliye
Q3241965,tributary state
Q186347,caravanserai
Q41691,demilitarized zone
Q4241360,Aegean scripts
Q814232,survey methodology
Q2114972,presidential palace
Q806729,banking crisis
Q10682505,butchering
Q1470641,parliamentary assembly
Q1125321,currency union
Q765517,credit rating agency
Q24040733,mixed martial arts organization
Q3929782,free trade zone
Q1327750,single market
Q7970362,Greek Orthodox Church
Q261604,oil-fired power station
Q24017852,pottery style
Q171263,agglutinative language
Q862156,ergative–absolutive language
Q63143903,episode in Greek mythology
Q4893413,diplomatic correspondence
Q56648173,archives
Q3511312,radio drama series
Q260676,amusement arcade
Q7676378,rainbow flag
Q7242811,pride flag
Q69506823,flag design
Q57736015,tourism destination
Q3744088,tourism region
Q9357527,territory of Canada
Q554394,ria
Q25377338,Q25377338
Q913035,roadstead
Q263639,municipality of Puerto Rico
Q1542629,US-A
Q66310125,nonbiological component
Q184246,moon of Pluto
Q183951,balloon
Q18642164,functional command
Q205418,blizzard
Q11446438,female idol group
Q51404,pride parade
Q420927,protein complex
Q3503934,hexamer
Q416997,peptide hormone
Q14928,oil tanker
Q406957,first-level NUTS of the European Union
Q1070942,commune-level town of Vietnam
Q11327696,bus hijacking
Q2342867,Palestinian terrorism
Q13410422,county of Florida
Q2097208,transculturation
Q99673569,airspace intrusion
Q145179,circle route
Q105967897,branched subway line
Q9687,traffic collision
Q7918434,vehicle explosion
Q654140,province of the Democratic Republic of the Congo
Q195339,research station
Q7884274,unexplained disappearance
Q450307,elite troops
Q96474687,award for best film
Q110518305,Q110518305
Q110556685,Q110556685
Q4363262,smooth-sided pyramid
Q110559092,Q110559092
Q1456099,step pyramid
Q18412881,Q18412881
Q110550681,Q110550681
Q110550696,Q110550696
Q877152,White elephant
Q66108498,Wonder of the Ancient World
Q110552024,Q110552024
Q1570262,unfinished building
Q12223988,sphinx
Q110551377,Q110551377
Q110643371,Q110643371
Q244381,microstate
Q334265,transmission medium
Q1802801,rural municipality of Austria
Q6081679,criminal police
Q257075,zero-level elevation
Q25631158,highway system
Q18408740,heraldic bird
Q22276080,Icelandic parliamentary election
Q4364434,planetary mantle
Q1964442,taxation
Q105131,hotspot
Q129264,phantom island
Q842100,region of Iceland
Q2551394,sea rescue organization
Q1189842,crown
Q2143039,fissure vent
Q150784,canyon
Q47307,genealogy
Q192810,graben
Q1174791,escarpment
Q131596,farm
Q24383561,ostentation
Q11962746,metropolitan region of Norway
Q9332,behavior
Q400005,choke point
Q7539194,slave raid
Q45393,sea piracy
Q104698,mid-ocean ridge
Q728502,nautical chart
Q4006,map
Q184826,Vanir
Q49367,ice age
Q202490,polar circle
Q955655,municipality of Iceland
Q18043430,national timeline
Q18573266,ski race
Q21815132,Nationalpark
Q22082217,National redoubt
Q6925559,mountain resort
Q1499065,spiritual territory
Q1282870,ice rink
Q50080181,artificial luge track
Q12350930,Kneippkurort
Q20354035,Naturpark
Q80816643,books by country or region
Q140774,numeric writing system
Q72589805,non-positional numeral system
Q15711026,altarpiece
Q56290623,year type
Q15316,Earth's crust
Q188025,salt lake
Q105096490,color in nature
Q104852483,cell class
Q44580842,medical device type
Q39572,mitochondrion
Q407752,neurotoxin
Q2562896,organomercury
Q188211,invariant
Q2698455,short-chain fatty acid
Q63434442,straight chain fatty acids
Q857968,Candidatus
Q3247516,laboratory technique
Q119253,oceanic trench
Q71787836,nitrogen oxoanion
Q6707113,lyate ion
Q7251477,protein superfamily
Q1052390,most recent common ancestor
Q109779499,biogenic purinyloxolane
Q1098652,population biology
Q1396667,postulate
Q1206098,Q1206098
Q29640773,Astronomical objects and features with Romanian names
Q55511472,polyatomic cation
Q11996855,radioactive matter
Q71376028,sulfur oxoanion
Q55524005,dianion
Q70092384,cell membrane structures
Q17163370,Petroleum seep
Q2673092,nomenclature code
Q27514375,prokaryote nomenclature
Q486902,mathematical model
Q65966165,folic acids
Q71243424,pteridine
Q17991153,national policy company
Q3337280,marine navigation
Q842402,Hindu temple
Q30103545,smallpox epidemic
Q3247173,type site
Q645917,Chinese culture
Q223569,women's rights
Q167191,child abuse
Q890057,body modification
Q4491715,phonemic transcription
Q579287,phonetic alphabet
Q1191127,featural writing system
Q1683337,nishiki-e
Q28913685,woodblock print
Q18219090,woodcut print
Q13427116,peasant revolt
Q18563354,religious character
Q12870,explosive material
Q1025961,capital of Japan
Q1300162,academic honor code
Q1436115,Sirah Rasul Allah
Q201486,history of science
Q11643523,Q11643523
Q4272761,administrative city of Indonesia
Q486245,National Treasures of South Korea
Q17023673,Chinese Buddhist canon
Q26654367,former county
Q81639,exonym
Q11378315,Q11378315
Q1064441,democratization
Q11692772,economic miracle
Q145665,Manchu
Q211606,social structure
Q41806065,district of Portugal
Q741821,municipality of East Timor
Q25369733,East Timorese parliamentary election
Q3124902,Balinese Temple
Q17272482,time zone named for a UTC offset
Q56167919,historical province of Indonesia
Q29168169,colossal statue of Jesus
Q1456930,peacekeeping force
Q949149,sanitation
Q55671590,local government area of the Northern Territory
Q1512109,administrative post of East Timor
Q184872,recreation
Q330284,marketplace
Q811930,construction business
Q14192234,mainland territory of Australia
Q14192199,territory of Australia
Q22044663,suco of East Timor
Q24698,region of the Philippines
Q88178910,assassination attempt
Q30344536,attempted kidnapping
Q16861604,cities and towns in India
Q174583,bullet
Q1075546,lever action
Q751162,repeating rifle
Q91470108,lineage society
Q1759167,study
Q3445354,United States senior military college
Q5532380,general orders
Q106651322,anti-slavery newspaper
Q102356,brigade
Q5368985,Emancipation Day
Q12800,machine gun
Q60589804,presidential campaign
Q28147500,proposed amendment
Q7333270,rifled musket
Q574456,historical negationism
Q28472638,inaugural address of the United States President
Q20097897,sea fort
Q1129448,preamble
Q474328,declarative sentence
Q60332293,Infantry charge
Q16848268,interstate compact
Q85811481,United States presidential impeachment
Q24834073,ministry of War
Q1802210,regional history
Q41796,sentence
Q1006644,federal government
Q624232,National Historic Landmark
Q37989229,Florida state park
Q865132,merchant marine
Q2216973,territory of Mexico
Q1192114,military maneuver
Q5500839,freedom suit
Q327000,court decision
Q726686,compromise
Q29171,infantry
Q1294238,long poem
Q1278791,anarchist school of thought
Q1252319,lay movement
Q18810091,census division of Canada
Q864812,land bridge
Q7884789,toponym
Q2882257,First Nation band
Q578015,mounted police
Q1896949,national park of Canada
Q110315740,unelected legislative house
Q133056,mountain pass
Q26085352,file format family
Q81986407,e-book file format
Q60458065,city
Q38936,dog sport
Q2867136,Canadian legislative assembly
Q3788231,Municipal government in Canada
Q4350754,census in Canada
Q1121471,paddle steamer
Q3518810,unorganized area of Canada
Q21507948,former village
Q29033733,department of the Grand Duchy of Berg
Q1679711,Modellstaat
Q460338,imperial circle of the Holy Roman Empire
Q989265,embargo
Q15632133,city district of Cologne
Q265392,near-Earth object
Q11416914,periodic comet
Q5164823,contact binary
Q6857862,military strike
Q2380335,airstrike
Q1548033,large bank
Q1660104,real estate company
Q3109572,civil resistance
Q5151404,comedic genre
Q909459,counter-terrorism
Q24706,Japanese era name
Q40218,spacecraft
Q28963381,group of major economic countries
Q1813474,teaching hospital
Q18447212,heavy rain
Q167903,landslide
Q118322,involuntary manslaughter
Q301468,consumer behavior
Q1944346,lunar probe
Q763288,lander
Q207549,abdication
Q4202178,Ceremonies of the Accession to the Throne
Q11580995,succession to the Japanese throne
Q5244910,de facto embassy
Q52000089,clause of the United States Constitution
Q20056177,development stage of animal
Q55597235,organism form
Q329028,province of Angola
Q2198549,drug development
Q51330213,deep
Q376657,strategic management
Q845643,region of Morocco
Q854954,videotelephony
Q79077079,Senate trial following impeachment
Q512399,unmanned spaceflight
Q727990,megathrust earthquake
Q7446977,seismicity of the Sanriku coast
Q11639848,multi-segment earthquake
Q1077097,tambon
Q18711682,vehicle-ramming attack
Q3536928,free trade agreement
Q17165317,Joint Task Force
Q5281480,disciplinary repository
Q45787211,preprint server
Q12739,nuclear power
Q389459,Mars rover
Q1136730,solar vehicle
Q19862317,subtype
Q6944158,defense pact
Q3002774,health crisis
Q79602,cyclone
Q33093130,cosmic microwave background experiment
Q290329,air defense identification zone
Q104549533,vaccination programme
Q952037,political family
Q721790,extended family
Q15725976,nuclear disaster
Q86255944,national cricket team
Q26203767,spatial analysis software
Q1478602,point of no return
Q748250,prediction
Q29048319,vehicle model series
Q3111812,Cabinet of Libya
Q7631769,sub-orbital spaceplane
Q7217761,manned spacecraft
Q5691927,annular solar eclipse
Q25917186,coordinated terrorist attack
Q4676786,deliberate murder
Q3307578,murder–suicide
Q20739115,G8 summit
Q1148351,very-long-baseline interferometry
Q58327774,research collaboration
Q554950,recommender system
Q480498,impeachment
Q17210,container ship
Q20623701,space tourist
Q39944272,temporarily occupied territories in Ukraine
Q17355126,air show accident or incident
Q2217301,serial
Q19723444,cell phone model
Q3002150,aircraft crash
Q8228287,airliner shootdown incident
Q1410110,branch
Q6691991,pervasive developmental disorder
Q7674132,terrorism tactic
Q2302080,gravitational-wave detector
Q2383321,yield
Q66295,derivative
Q639681,network architecture
Q846636,software architecture
Q3588250,ethnic riot
Q53706,robbery
Q327541,arson
Q278485,hashtag
Q185203,transit of Venus
Q3098609,administrative territorial entity of Papua New Guinea
Q1353169,artificial organ
Q63442071,royal wedding
Q20892660,political career
Q1933026,launch site
Q7814330,toll bridge
Q24410897,Legislative Yuan election
Q22333190,Kyrgyzstani parliamentary election
Q28070554,region of Sudan
Q101208084,type of risk
Q29441572,heptad
Q207391,Apollo asteroid
Q59423687,potentially hazardous asteroid
Q13479982,cryptocurrency
Q20514253,blockchain
Q986008,payment system
Q104708121,storming
Q6160,vandalism
Q26260402,Republic of China general election
Q3676605,Q3676605
Q5518574,South Korean presidential election
Q1093833,sample-return mission
Q23540,Protestantism
Q1430652,semi-submersible platform
Q459409,hate crime
Q285400,flare star
Q5893,red dwarf
Q50053,binary star
Q2154519,astrophysical X-ray source
Q2247863,high proper-motion star
Q71798788,UV-emission source
Q635540,softphone
Q943687,VoIP phone
Q965568,kelurahan
Q1637368,task force
Q51167626,gay dance club
Q29469577,LGBT historic place
Q309100,planning
Q1753200,intifada
Q184199,automation
Q55814,extinction event
Q6055843,internet genre
Q1475691,Mars crater
Q854376,Ryder Cup
Q4128699,Russian presidential election
Q73712633,Australian bushfire season
Q867242,comics anthology
Q19046104,satirical newspaper
Q756721,Atlantic hurricane season
Q874884,economic stagnation
Q95252032,child sexual abuse scandal
Q5176895,counter-protest
Q2801262,hacker group
Q473853,school shooting
Q13406660,civil rights movements
Q484000,unmanned aerial vehicle
Q34486,helicopter
Q19856470,natural domain and range function
Q26928149,environmental conflict
Q22696274,Malaysian general election
Q2360559,mathematics journal
Q73897617,toll-access journal
Q914841,frontier justice
Q8010730,external agency
Q11484275,government office
Q60845736,criminal law case
Q52348036,criminal trial
Q86478515,education industry
Q30588142,drone strike
Q1642263,targeted killing
Q6703812,lunar lander
Q602884,social phenomenon
Q15955568,jubilee
Q780687,rights
Q1259359,Ver un video de Juan chirivella
Q752673,asymmetric warfare
Q6073630,irregular warfare
Q77597785,drug war
Q158683,province of Afghanistan
Q189233,throne
Q322948,subscription
Q1057214,private military company
Q1179466,de facto regime
Q13579947,misinformation
Q1273203,mailbox provider
Q28601953,email system
Q18917976,Anglican diocese
Q2992900,Conference of the parties of the Convention on Biological Diversity
Q697327,lawsuit
Q6754979,Special-level city in North Korea
Q187051,newspaper format
Q1138653,Shenzhou
Q2642727,period
Q4290,investment
Q878077,ice cap
Q20045456,political position
Q1054782,Cercanías
Q3039808,national law
Q16964297,hadron collider
Q811430,human-made geographic feature
Q29048322,vehicle model
Q222046,genomics
Q1934969,defense contractor
Q7894503,University Affiliated Research Center
Q42214612,drug approval
Q48264,gender identity
Q106647285,gender modality
Q50156634,pathogen spread
Q29056927,public health emergency
Q184348,elliptical galaxy
Q83373,quasar
Q1931185,astronomical radio source
Q1151284,D galaxy
Q2557101,low-ionization nuclear emission-line region
Q71962386,gamma-ray source
Q1052001,state funeral
Q42045197,hereditary position
Q2578249,cabinet of Israel
Q837416,coalition government
Q12406825,rotation government
Q49896,military dictatorship
Q7625093,structure fire
Q5916,spaceflight
Q2438548,case of death
Q11396401,train fire
Q1067217,phreatic eruption
Q611880,strombolian eruption
Q1397926,refugee crisis
Q380552,constitutional crisis
Q23899575,outdoor event
Q476807,military raid
Q385503,tax revenue
Q12897867,attempt
Q2839009,allegation
Q1153777,legislative assembly
Q188063,fiefdom
Q60029820,FFH-Habitat
Q1139327,rivalry
Q7604529,status group
Q2714624,Field Army
Q320008,Reichsautobahn
Q18819626,connector
Q521972,Q521972
Q6382533,battalion
Q572995,natural region of France
Q105849914,French Marine Infantry Regiment
Q3455437,French parachute regiment
Q88556,garrison
Q1875715,airborne infantry brigade
Q18177009,air force infantry and special forces unit
Q1855859,popular front
Q44753,province of Argentina
Q47465156,parachute commando unit
Q5592057,through arch bridge
Q6060450,skydiver
Q864306,airborne forces
Q106078286,component city
Q62933848,military unit branch-type class
Q63101583,airborne infantry division
Q47332426,airborne infantry battalion
Q47512326,air cavalry unit
Q210988,all-terrain vehicle
Q63101572,Luftwaffe parachute division
Q30129955,maritime evacuation
Q62934264,military unit branch-size class
Q213283,diplomatic mission
Q12336613,special operations unit
Q10408306,marine unit
Q34023,tumulus
Q3531146,cruciform passage grave
Q219538,scheduled monument
Q630638,preserved county of Wales
Q5084,hamlet
Q1136601,unitary authority area in England
Q17912683,aerial bombing
Q10832530,ironworks
Q101659,dolmen
Q670265,eisteddfod
Q83856136,legal position
Q16146522,Christian revival
Q1857731,historic county of Wales
Q1798550,petty kingdom
Q36192,folklore
Q13955118,earthwork
Q1968403,post town
Q2778649,dynastic title
Q18347143,Hominin fossil
Q1123037,nursery rhyme
Q190780,limb
Q47463389,pyrazine
Q109367198,pyrazine alkaloid
Q109393859,piperazine alkaloid
Q17376095,cadastral municipality of Austria
Q3719391,sheet music publisher
Q194172,nocturne
Q21358050,lecture series
Q1031943,hydrofluorocarbon
Q209363,weather satellite
Q185056,radical
Q188463,spectrometer
Q960800,chlorofluorocarbon
Q428830,main group
Q428653,allotrope of oxygen
Q27094254,trichlorotrifluoroethane
Q5090505,Chemical transport model
Q71875404,climate change by country or territory
Q6058937,National Antarctic Program
Q1060842,Surtseyan eruption
Q747501,plinian eruption
Q11121294,simulation software
Q20035780,aircraft performance class
Q840396,ideal
Q1192543,legal doctrine
Q931483,legal fiction
Q107923750,school of history
Q80083,humanities
Q10916116,historical non-fiction
Q20643324,opera genre
Q71186602,role
Q66715801,musical profession
Q20962530,fictional computer
Q65966993,hypertext system
Q8046440,yacht racing
Q1224870,virtual library
Q14904124,key event (ships)
Q110078635,National Hero of Peru
Q622454,Red Scare
Q1875621,aircraft class
Q16738832,criminal case
Q1052689,land run
Q1269749,town with fewer than 5000 inhabitants
Q976622,bridge over valley
Q1055465,girder bridge
Q1564767,National Geotope
Q15580856,feminist movement
Q55979391,ethical concept
Q2300373,national trade union center
Q13243303,anarchist federation
Q6199,anarchism
Q1935136,winged words
Q782614,autonomous region
Q7887142,unit of analysis
Q110402867,way to classify knowledge
Q372363,geotope
Q2349320,Stiftungshochschule
Q850692,controlled substance
Q72801119,tertiary amine
Q2832080,tropane alkaloids
Q16838994,battery tower
Q1792571,art prize
Q1796442,Kaiserpfalz
Q447523,Samtgemeinde
Q85942930,artistic duo
Q553036,natural region of Germany
Q1383084,All-time table
Q51481377,women's association football club
Q83400038,palace of the Popes
Q427287,wat
Q631931,decorative arts
Q221096,public–private partnership
Q1377182,liberal arts college
Q2581649,college of the University of Oxford
Q2680291,residential college
Q321053,cenotaph
Q13381944,quadrangle
Q2235075,centre city
Q2298537,transport hub
Q216712,region of New Zealand
Q16659419,railway hotel
Q63099748,hotel building
Q15634695,special administrative area of Thailand
Q16823155,Schloss
Q91312,tower house
Q1424583,sepulchral chapel
Q163687,basilica
Q165044,greenhouse
Q1497584,cycle of poems
Q23308777,boys' high school
Q269770,boarding school
Q12271,architecture
Q10631691,Catholic pilgrimage church
Q380342,manufactory
Q28599824,porcelain manufacture
Q240854,hall
Q6593035,separated municipality in Ontario
Q1829324,architecture award
Q1569871,industrial heritage site
Q5116872,Church of England parish church
Q585956,masia
Q1817883,furniture manufacturer
Q3660535,women's college
Q1936090,Parlements
Q200614,national shrine
Q56242045,Anglican church building
Q10273077,architecture school
Q45713,titan
Q24434794,king in Greek mythology
Q20902363,mythical human-animal hybrid
Q26214208,set of mythological Greek characters
Q17991521,tale
Q6639573,sky deity
Q1440453,literary fragment
Q15177520,literary topos
Q34760007,mythological ship
Q20871196,fictional vehicle
Q3026037,Platonic dialogue
Q2280977,Hellhound
Q3059255,Greek sea god
Q24336466,mythical event
Q33294038,class of mythical entities
Q24337101,group of mythical creatures
Q24533670,mythical humanoid race
Q3451071,triple deity
Q1232974,numismatic collection
Q922942,Pleiades
Q2000718,apologia
Q81391454,theatre by country or region
Q197204,fur
Q693222,xoanon
Q30307677,household deity
Q2537829,winged horse
Q24296329,mythological horse
Q64520857,fictional human formerly considered to be historical
Q15707583,fictional taxon
Q163709,satyr
Q22808320,Q22808320
Q54230,Nereids
Q25372,drama
Q16326794,mythological serpent
Q23955658,mythological mountain
Q24284226,agricultural deity
Q9163,polytheism
Q7805266,time and fate deity
Q19730508,former municipality
Q1985797,municipal unit of Greece
Q48498,illuminated manuscript
Q15731648,fictional food
Q6949213,mythological king
Q251777,custom
Q920028,sea monster
Q24334685,mythical entity
Q89,apple
Q67484198,heroic age
Q34740,genus
Q1711593,edited volume
Q9644,joint
Q2284298,paleocontinent
Q47487597,monotypic fossil taxon
Q928150,flat bone
Q23790,natural monument
Q485258,federative unit of Brazil
Q59825918,film theme
Q650711,combat
Q142714,card game
Q74539696,defunct sports venue
Q110403031,knowledge type
Q7881418,umbrella title
Q18195680,shoe style
Q578794,London Marathon
Q10927834,laterality
Q4894405,journalism genre
Q2755547,individual sport
Q1344851,consideration
Q13208902,motor skill
Q13407144,computer system
Q815823,business model
Q15090615,arts venue
Q2755432,compression algorithm
Q47502370,walk of fame
Q1969642,neighborhood of San Francisco
Q28057350,opera festival
Q1797122,artist's house
Q11755959,multi-storey urban building
Q165740,aphorism
Q745775,narrative mode
Q327245,team
Q44234152,rare book library
Q482,poetry
Q391629,Teen Choice Awards
Q107547950,music award category
Q521987,Korean idol
Q105416259,group of content creators
Q1066670,tag team
Q7302866,audio track
Q300920,esports
Q197,airplane
Q923724,sinecure
Q2393314,dance troupe
Q898771,heavy cruiser
Q1728972,Ministerial Conference
Q3112604,Government of the Democratic Republic of the Congo
Q28920142,array programming language
Q28922882,modular programming language
Q1993334,interpreted language
Q26401003,individual animal
Q16562419,political entity
Q7833114,tram accident
Q76220181,ice cream parlor chain
Q7372078,rowing club
Q16702367,stage act
Q100663908,anthropomorphic woodpecker
Q96474678,award for best original song
Q15720625,fictional dog
Q1257444,film adaptation
Q31235,remake
Q381243,special effects
Q1141470,double act
Q56642785,fictional panda
Q27921916,anthropomorphic character
Q64654999,former theater
Q7751682,serial film
Q22284407,Australian federal election
Q13642845,law enforcement jargon
Q100938499,Broken Arrow
Q817114,radioactive contamination
Q105000,meteor shower
Q78129048,seismic intensity scale
Q2416723,theme park
Q27971968,constituency of the House of Commons
Q831109,Gemini spacecraft
Q3393392,highest point
Q1570358,pyramidal peak
Q1293664,open content
Q107307154,virtual place
Q106899662,notification in the PRC
Q1940786,quasi-autonomous non-governmental organisation
Q252000,oppression
Q11376059,human rights violation
Q2547976,North Atlantic tropical cyclone
Q2352616,catalogue
Q12021576,index of prohibited publications
Q1243306,multi-level bridge
Q4862338,monomictic lake
Q1330974,active volcano
Q11571545,isolated peak
Q11588709,Sintaisan
Q170980,obelisk
Q466704,surface-to-air missile
Q2990216,mining company
Q133215,casino
Q285783,intersection
Q18534542,restaurant chain
Q3625949,3MV
Q109288756,group of brothers
Q108859397,flavylium compound
