1,Q1010954,vi,Somoto
2,Q4927937,vi,Robert
3,Q36297,vi,1950s
4,Q7799533,vi,Thwaites Glacier 
5,Q34644,vi,1980s
6,Q38324,vi,1840s
7,Q827229,vi,Bershad
8,Q213448,vi,Danica Patrick
9,Q126236,vi,conquistador
10,Q20894959,vi,deaths in September 2015
11,Q35702,vi,1930s
12,Q172438,vi,Peterborough
13,Q10510,vi,Jenson Button
14,Q703205,vi,Gottfried Wilhelm Leibniz Prize
15,Q1840959,vi,list of rotorcraft
16,Q22905,vi,Bradford
17,Q36561,vi,1940s
18,Q772247,vi,Malaysian cuisine
19,Q1200678,vi,mystery film
20,Q7063,vi,11th century
21,Q313381,vi,Tom Brady
22,Q152262,vi,Pluto
23,Q17054,vi,Martinique
24,Q1067324,vi,exploitation film
25,Q182037,vi,naiad
26,Q2602563,vi,human nutrition
27,Q164444,vi,funk
28,Q133067,vi,mosaic
29,Q223685,vi,steampunk
30,Q23066,vi,Cumbria
31,Q209096,vi,Burnley
32,Q6824,vi,1704
33,Q38971,vi,1890s
34,Q1067053,vi,Global Association of International Sports Federations
35,Q851213,vi,electronic dance music
36,Q6866,vi,1711
37,Q178197,vi,mercenary
38,Q58848,vi,pacifism
39,Q193871,vi,Marshall McLuhan
40,Q2564359,vi,unsimulated sex
41,Q3188,vi,Jackie Stewart
42,Q164304,vi,Deal or No Deal
43,Q163584,vi,Derry
44,Q861764,vi,CBS News
45,Q23115,vi,Northamptonshire
46,Q190083,vi,Ural Owl
47,Q732267,vi,Bloop
48,Q2891256,vi,list of 24 characters
49,Q401,vi,cuneiform
50,Q191924,vi,D-methamphetamine
51,Q25339,vi,5th century BC
52,Q199796,vi,Popeye
53,Q131359,vi,professional wrestling
54,Q133585,vi,airship
55,Q6814,vi,1701
56,Q40953,vi,prayer
57,Q76382,vi,Sinn Féin
58,Q61465,vi,rhythmic gymnastics
59,Q7642193,vi,Super Bowl 50
60,Q38674,vi,1880s
61,Q179957,vi,palaeography
62,Q725744,vi,keyboard layout
63,Q901227,vi,natural product
64,Q3276347,vi,list of political parties in Malaysia
65,Q33513,vi,Hebrew alphabet
66,Q546906,vi,Clerodendrum
67,Q25716,vi,1st millennium BC
68,Q1194382,vi,Solenopsis invicta
69,Q7061,vi,12th century
70,Q14660,vi,flag
71,Q19921,vi,nuclear winter
72,Q272074,vi,Snake River
73,Q54505,vi,quantum field theory
74,Q212518,vi,Patrick Dempsey
75,Q242185,vi,Bill Russell
76,Q160642,vi,Salisbury
77,Q103217,vi,Częstochowa
78,Q217115,vi,Ramzan Kadyrov
79,Q1750631,vi,list of search engines
80,Q43290,vi,Talmud
81,Q5611246,vi,group mind
82,Q36585,vi,1910s
83,Q194258,vi,Japan Academy Film Prize
84,Q1022488,vi,Brighton and Hove
85,Q380613,vi,Rory McIlroy
86,Q3249257,vi,adult animation
87,Q233748,vi,Akshay Kumar
88,Q522661,vi,Isle of Man TT
89,Q669010,vi,West Side Story
90,Q45313,vi,Herat
91,Q156414,vi,Centaurea
92,Q381285,vi,Ralph Richardson
93,Q157696,vi,sergeant
94,Q167934,vi,serotonin
95,Q19589,vi,Doncaster Rovers F.C.
96,Q181754,vi,heart failure
97,Q180727,vi,John Cage
98,Q81900,vi,Teuthida
99,Q459290,vi,independent film
100,Q177826,vi,clergy
101,Q628967,vi,labor law
102,Q202256,vi,timeline of LGBT history
103,Q214640,vi,Brzeg
104,Q868291,vi,playoffs
105,Q621080,vi,Library of Congress Classification
106,Q488205,vi,singer-songwriter
107,Q318017,vi,"Robert Dudley, 1st Earl of Leicester"
108,Q1324207,vi,Canadian cuisine
109,Q189564,vi,Pierre Teilhard de Chardin
110,Q25321,vi,3rd century BC
111,Q10379,vi,cardiology
112,Q428871,vi,Haplogroup O-M175
113,Q27179,vi,American mink
114,Q192185,vi,Aaron Copland
115,Q837718,vi,energy storage
116,Q185387,vi,suffrage
117,Q104712,vi,Elbląg
118,Q422112,vi,methylphenidate
119,Q2875704,vi,fixed-wing aircraft
120,Q41923,vi,yodeling
121,Q585537,vi,Hot Wheels
122,Q948200,vi,Manned Orbiting Laboratory
123,Q7437083,vi,Scott Pruitt
124,Q189288,vi,Stratford-upon-Avon
125,Q132738,vi,Alberto Contador
126,Q187255,vi,rheumatoid arthritis
127,Q19008,vi,Arthur Balfour
128,Q160672,vi,Amhrán na bhFiann
129,Q201808,vi,minke whale
130,Q101797,vi,Winona Ryder
131,Q887117,vi,Governor of Massachusetts
132,Q560534,vi,Pol Espargaró
133,Q173235,vi,analgesic
134,Q213854,vi,Virat Kohli
135,Q152357,vi,red hair
136,Q212954,vi,Goth
137,Q105487,vi,Maurice Jarre
138,Q1865281,vi,whale
139,Q194277,vi,action potential
140,Q113013,vi,postmodern literature
141,Q407232,vi,glyphosate
142,Q106255,vi,Jean-Paul Belmondo
143,Q215605,vi,Chinese dragon
144,Q7823,vi,1798
145,Q975207,vi,Marcus Ericsson
146,Q211171,vi,polychlorinated biphenyl
147,Q7208,vi,pathology
148,Q244410,vi,Southern right whale
149,Q48416,vi,Article One of the United States Constitution
150,Q174077,vi,flash memory
151,Q144682,vi,Gentiana
152,Q185453,vi,Multan
153,Q25296,vi,6th century BC
154,Q116434,vi,phonograph
155,Q147778,vi,liver cirrhosis
156,Q38695,vi,cooking
157,Q52985,vi,Hergé
158,Q5406,vi,Hittites
159,Q723937,vi,list of Wimbledon gentlemen's singles champions
160,Q12433,vi,Schwyz
161,Q2334111,vi,list of Shaman King characters
162,Q147395,vi,Kajol
163,Q315756,vi,Mike Leigh
164,Q1156958,vi,Order of the Paulownia Flowers
165,Q131652,vi,Panoplosaurus
166,Q1089120,vi,Pakistani cuisine
167,Q440,vi,Salvador Allende
168,Q462830,vi,list of US Open women's singles champions
169,Q29545,vi,Kevin Durant
170,Q84412,vi,Wilhelm Reich
171,Q205256,vi,Tsetse fly
172,Q2973,vi,Darmstadt
173,Q756784,vi,2005 Atlantic hurricane season
174,Q179733,vi,Aryan
175,Q897410,vi,brain–computer interface
176,Q6790,vi,1597
177,Q377910,vi,post-hardcore
178,Q211519,vi,Emmeline Pankhurst
179,Q889872,vi,Coachella Valley Music and Arts Festival
180,Q208144,vi,antipsychotics
181,Q210148,vi,Peter Fonda
182,Q18336,vi,heraldry
183,Q180556,vi,Helicobacter pylori
184,Q308722,vi,James Gandolfini
185,Q640353,vi,Golden Globe Cecil B. DeMille Award
186,Q274586,vi,sports car
187,Q209175,vi,Kim Cattrall
188,Q928960,vi,Streamline Moderne
189,Q131113,vi,Ulmus
190,Q131143,vi,Pseudomonas
191,Q47398,vi,economic history
192,Q130283,vi,Macbeth
193,Q170439,vi,chord
194,Q188989,vi,aquaculture
195,Q189400,vi,Brooke Shields
196,Q219878,vi,Emma Bunton
197,Q187484,vi,Steller’s sea cow
198,Q742736,vi,bias
199,Q725503,vi,long and short scales
200,Q25335,vi,4th century BC
201,Q1137707,vi,RoboCup
202,Q26777,vi,Sierra Nevada
203,Q337078,vi,The Big Lebowski
204,Q136208,vi,ZIP code
205,Q228405,vi,Madurai
206,Q188956,vi,plant pathology
207,Q186349,vi,Târgu Mureș
208,Q130857,vi,disc jockey
